names,date,score,genre,country
"Paul, Apostle of Christ",3/29/2018,75,"Drama, History",AU
Real Steel,9/28/2011,70,"Action, Science Fiction, Drama",AU
The Matrix Resurrections,12/26/2021,65,"Science Fiction, Action, Adventure",AU
Lou,9/23/2022,67,"Action, Thriller",AU
Pinocchio,9/8/2022,65,"Fantasy, Adventure, Family",AU
Pinocchio,9/8/2022,65,"Fantasy, Adventure, Family",AU
Pinocchio,9/8/2022,65,"Fantasy, Adventure, Family",AU
Miraculous World: Shanghai – The Legend of Ladydragon,4/4/2021,79,"Animation, Fantasy, Action, TV Movie",FR
The Tomorrow War,7/2/2021,79,"Action, Science Fiction, Adventure",AU
Cars,6/8/2006,69,"Animation, Adventure, Comedy, Family",AU
Grimcutty,10/10/2022,54,Horror,US
Scrooge: A Christmas Carol,11/25/2022,68,"Animation, Family, Fantasy",GB
Your Place or Mine,2/10/2023,64,"Romance, Comedy",US
Your Name.,11/24/2016,85,"Romance, Animation, Drama",AU
Puss in Boots,10/28/2011,65,"Comedy, Fantasy, Animation, Romance, Adventure, Family",US
One Piece Film Red,11/3/2022,75,"Animation, Adventure, Action, Fantasy",AU
The Fate of the Furious,4/12/2017,69,"Action, Crime, Thriller",AU
The Strays,2/17/2023,55,"Thriller, Mystery, Drama, Horror",GB
Watcher,6/3/2022,66,"Mystery, Thriller, Horror",US
The Gray Man,7/14/2022,70,"Action, Thriller",AU
The Mummy Resurrection,1/2/2023,50,Horror,GB
The Fallout,3/17/2021,77,Drama,US
Guardians of the Galaxy Volume 3,5/4/2023,0,"Science Fiction, Adventure, Comedy",AU
Boyka: Undisputed IV,9/22/2016,71,"Action, Drama",US
The Godfather,11/2/1972,87,"Drama, Crime",AU
Mulan,9/3/1998,79,"Animation, Family, Adventure",AU
Mulan,9/3/1998,79,"Animation, Family, Adventure",AU
Dracula: The Original Living Vampire,1/28/2022,54,"Horror, Fantasy, Thriller",US
Big Hero 6,12/25/2014,77,"Adventure, Family, Animation, Action, Comedy",AU
Triangle of Sadness,12/26/2022,72,"Comedy, Drama",AU
Dungeons & Dragons,1/18/2001,43,"Drama, Adventure, Fantasy",AU
Wire Room,9/2/2022,66,"Action, Crime, Thriller",US
Killing Jesus,3/29/2015,65,"Drama, History, TV Movie",US
Inside Out,6/9/2015,79,"Animation, Family, Adventure, Drama, Comedy",AU
The Miracle of Marcelino,2/24/1955,71,"Drama, Comedy",ES
Fury,10/23/2014,75,"War, Drama, Action",AU
Welcome to the Club,9/8/2022,66,"Animation, Comedy",US
Emancipation,12/2/2022,80,Drama,US
Undisputed III: Redemption,6/17/2010,76,"Action, Thriller",AU
The Last Warrior: Root of Evil,1/1/2021,69,"Fantasy, Adventure, Comedy",RU
After We Fell,10/22/2021,71,"Romance, Drama",AU
Seoul Vibe,8/26/2022,67,"Action, Crime, Comedy, Adventure",KR
One Week Friends,6/18/2022,52,Drama,CN
Space Jam: A New Legacy,7/8/2021,69,"Family, Animation, Comedy, Science Fiction",AU
Nobody,4/1/2021,81,"Action, Crime, Thriller",AU
The Tiger's Nest,10/13/2022,70,"Family, Adventure",IT
Naruto Shippuden the Movie,8/4/2007,72,"Animation, Action, Fantasy",JP
Terrifier,3/15/2016,66,"Horror, Thriller",US
In the Forest,1/28/2022,60,"Horror, Thriller",US
The Amazing Spider-Man,7/3/2012,67,"Action, Adventure, Fantasy",AU
Evil Dead,5/1/2013,65,Horror,AU
El asistente,3/1/2023,100,Comedy,AR
Virus:32,4/21/2022,69,Horror,AR
Linoleum,3/30/2023,68,"Science Fiction, Comedy, Drama",AU
After We Collided,1/1/2021,72,"Romance, Drama",AU
Sinner: The Secret Diary of a Nymphomaniac,6/21/1973,49,Drama,FR
A Quiet Place Part II,5/21/2021,75,"Science Fiction, Thriller, Horror",AU
Twilight,12/11/2008,63,"Fantasy, Drama, Romance",AU
Twilight,12/11/2008,63,"Fantasy, Drama, Romance",AU
Warriors of Future,8/5/2022,73,"Drama, Action, Science Fiction",CN
Spider-Man: Homecoming,7/6/2017,74,"Action, Adventure, Science Fiction, Drama",AU
Howl's Moving Castle,6/9/2005,84,"Fantasy, Animation, Adventure",AU
World War Z,6/20/2013,68,"Action, Drama, Horror, Science Fiction, Thriller",AU
Charlie and the Chocolate Factory,9/1/2005,70,"Adventure, Comedy, Family, Fantasy",AU
High Heat,3/1/2023,60,"Action, Comedy, Crime",AU
How to Train Your Dragon: The Hidden World,1/3/2019,78,"Animation, Family, Adventure",AU
Girl at the Window,8/18/2022,65,"Thriller, Horror",AU
Hellraiser,10/8/2022,64,"Horror, Mystery",AU
Pacific Rim,7/11/2013,69,"Action, Science Fiction, Adventure",AU
My Hero Academia: Heroes Rising,3/12/2020,82,"Animation, Action, Fantasy, Adventure",AU
After,7/4/2019,72,"Romance, Drama",AU
After,7/4/2019,72,"Romance, Drama",AU
The Hangover,6/11/2009,73,Comedy,AU
The Adam Project,3/11/2022,71,"Adventure, Science Fiction",AU
Trick or Treat Scooby-Doo!,10/4/2022,73,"Adventure, Mystery, Comedy, Animation, Family",US
The Tangalanga Method,1/19/2023,60,Comedy,AR
Last Man Down,11/1/2021,58,"Action, Thriller",AU
The Emperor's New Groove,4/5/2001,75,"Adventure, Animation, Comedy, Family, Fantasy",AU
The Princess,6/16/2022,69,"Fantasy, Action",US
The Lion King,7/17/2019,71,"Adventure, Drama, Family",AU
The Lion King,7/17/2019,71,"Adventure, Drama, Family",AU
Jungle Cruise,7/29/2021,75,"Action, Adventure, Fantasy",AU
The Nun,9/6/2018,59,"Horror, Mystery, Thriller",AU
Superfast!,4/2/2015,50,"Comedy, Action",US
Code Name Banshee,7/1/2022,59,"Action, Thriller",US
Beauty Salon: Special Service 2,2/13/2018,70,Romance,KR
The Parent Trap,7/29/1998,71,"Comedy, Family",US
One Way,12/1/2022,64,"Action, Crime, Thriller",AU
Monster High: The Movie,10/6/2022,70,"Family, Fantasy, Comedy, Adventure, Music, TV Movie",US
Furious 7,4/2/2015,72,"Action, Thriller, Crime",AU
The Conjuring 2,6/9/2016,73,"Horror, Thriller",AU
Overdose,11/4/2022,66,Action,FR
Dragon Ball Z: Broly – The Legendary Super Saiyan,3/6/1993,73,"Animation, Science Fiction, Action",JP
Inception,7/22/2010,84,"Action, Science Fiction, Adventure",AU
Frozen,12/26/2013,72,"Animation, Family, Adventure, Fantasy",AU
Madagascar: A Little Wild Holiday Goose Chase,11/26/2021,63,"Animation, Comedy",US
God's Not Dead: A Light in Darkness,3/30/2018,69,Drama,US
Top Gun,6/20/1986,70,"Romance, Drama, Action",AU
The Prince of Egypt,12/26/1998,72,"Adventure, Animation, Drama, Family",AU
The Requin,1/28/2022,50,"Thriller, Horror",US
It Chapter Two,9/5/2019,69,"Horror, Fantasy",AU
The Unholy,4/15/2021,67,"Horror, Mystery",AU
Cinderella,10/13/1950,70,"Family, Fantasy, Animation, Romance",AU
Cinderella,10/13/1950,70,"Family, Fantasy, Animation, Romance",AU
The Lord of the Rings: The Fellowship of the Ring,12/26/2001,84,"Adventure, Fantasy, Action",AU
The Hip Hop Nutcracker,11/25/2022,57,Music,US
Margaux,9/9/2022,68,"Horror, Science Fiction",US
Beauty Salon: Special Service,12/29/2016,62,"Romance, Drama",KR
Black Widow,7/8/2021,74,"Action, Adventure, Science Fiction",AU
Blowback,9/1/2022,61,"Action, Thriller, Crime",AU
As They Made Us,4/8/2022,55,"Drama, Romance, Comedy",US
Frank and Penelope,6/3/2022,77,"Thriller, Horror, Crime",US
Finding Nemo,8/28/2003,78,"Animation, Family",AU
Ben-Hur,8/25/2016,57,"Action, History, Adventure, Drama",AU
Ben-Hur,8/25/2016,57,"Action, History, Adventure, Drama",AU
Don't Open the Door,11/30/2022,71,Horror,MX
Grown Ups 2,9/26/2013,61,Comedy,AU
High School Teacher: Maturing,1/15/1985,60,Drama,JP
Thor,4/21/2011,68,"Adventure, Fantasy, Action",AU
Batman and Superman: Battle of the Super Sons,10/18/2022,79,"Animation, Action, Science Fiction",US
Captain America: Civil War,4/28/2016,74,"Adventure, Action, Science Fiction",AU
Dungeons & Dragons: Wrath of the Dragon God,10/8/2005,43,"Action, Adventure, Fantasy, TV Movie",GB
Doctor Strange,10/27/2016,74,"Action, Adventure, Fantasy",AU
Transformers: Age of Extinction,6/26/2014,59,"Science Fiction, Action, Adventure",AU
Carter,8/5/2022,62,"Action, Thriller",KR
ODDTAXI in the Woods,4/1/2022,67,"Animation, Comedy, Mystery",JP
Joseph: King of Dreams,11/7/2000,68,"Family, Animation",US
The Call of the Wild,2/20/2020,76,"Adventure, Family, Drama",AU
No Exit,2/25/2022,70,"Thriller, Mystery",AU
The Addams Family 2,1/6/2022,71,"Animation, Adventure, Comedy, Family, Fantasy, Horror",AU
An Interview with God,10/25/2018,71,"Drama, Mystery",AU
Dune,12/2/2021,78,"Science Fiction, Adventure",AU
Dune,12/2/2021,78,"Science Fiction, Adventure",AU
L.O.L. Surprise! Winter Fashion Show,10/24/2022,79,Animation,US
Up,9/3/2009,79,"Animation, Comedy, Family, Adventure",AU
Pirates of the Caribbean: Dead Men Tell No Tales,5/25/2017,66,"Adventure, Action, Fantasy",AU
The Amazing Spider-Man 2,4/17/2014,65,"Action, Adventure, Fantasy",AU
Ice Age: Dawn of the Dinosaurs,7/1/2009,67,"Animation, Comedy, Family, Adventure",AU
The princess,8/5/2022,73,Action,MX
Alien Sniperess,4/8/2022,37,"Action, Science Fiction, Fantasy",US
Toy Story 2,12/2/1999,76,"Animation, Comedy, Family",AU
Reggie,3/23/2023,54,Documentary,US
Renfield,5/25/2023,83,"Comedy, Horror, Fantasy",AU
Barbie: Mermaid Power,7/17/2022,73,Animation,AU
Grown Ups,6/24/2010,64,Comedy,AU
Hidden Figures,2/16/2017,81,"Drama, History",AU
The Twilight Saga: Eclipse,7/1/2010,62,"Adventure, Fantasy, Drama, Romance",AU
Halloween Ends,10/13/2022,63,"Horror, Thriller",AU
Corpus Christi,9/18/2019,77,Drama,PL
"Goodbye, Don Glees!",2/18/2022,60,"Animation, Adventure, Fantasy",JP
The Contractor,5/11/2022,65,"Action, Thriller",AU
Samson,2/16/2018,58,"Action, Drama, Adventure",US
The Bible: In the Beginning...,9/28/1966,73,"Drama, Family",US
Deadpool 2,5/16/2018,75,"Action, Comedy, Adventure",AU
San Andreas,5/28/2015,62,"Action, Drama, Thriller",AU
Infinite,8/10/2021,66,"Science Fiction, Action, Thriller",AU
Finding Grace,4/21/2020,58,Drama,US
Risen,2/18/2016,61,"Action, History, Adventure, Drama",US
Bad Luck Banging or Loony Porn,11/25/2021,65,Comedy,AU
Mortal Kombat Legends: Snow Blind,10/9/2022,79,"Animation, Action, Fantasy",AU
2037,6/8/2022,71,"Family, Drama",KR
Your Boyfriend Is Mine,3/19/2022,68,"Thriller, TV Movie, Action",US
A Writer's Odyssey,2/12/2021,72,"Fantasy, Action, Adventure, Drama",CN
Spirited Away,12/12/2002,85,"Animation, Family, Fantasy",AU
Under Wraps 2,9/25/2022,67,"Family, Comedy, Fantasy, TV Movie",US
Super Mario Bros: This Ain't No Video Game,11/3/2014,34,Documentary,GB
The Life and Passion of Jesus Christ,5/15/1903,63,"Drama, History",FR
Monster Hunter,1/1/2021,67,"Action, Fantasy, Adventure",AU
Ted 2,6/25/2015,63,"Comedy, Fantasy",AU
Office Invasion,8/10/2022,58,"Science Fiction, Comedy",US
The Bush,8/18/2022,50,Thriller,AR
Togo,10/5/2022,66,"Crime, Drama",BR
The Exorcist,3/22/2001,77,Horror,AU
Dragon Ball Z: Wrath of the Dragon,7/15/1995,72,"Animation, Action, Science Fiction",JP
Day Shift,8/12/2022,69,"Action, Fantasy, Horror, Comedy",AU
Extraction 2,6/16/2023,0,"Action, Thriller",US
Three Steps Above Heaven,12/3/2010,78,"Romance, Drama",ES
The Hunger Games: Catching Fire,11/21/2013,74,"Adventure, Action, Science Fiction",AU
Nope,8/11/2022,69,"Horror, Mystery, Science Fiction",AU
I Am Legend,1/3/2008,72,"Drama, Science Fiction, Thriller",AU
Avatar: Creating the World of Pandora,2/7/2010,70,Documentary,CZ
Paws of Fury: The Legend of Hank,9/22/2022,68,"Animation, Action, Adventure, Comedy, Family, Western",AU
Kingsman: The Secret Service,2/5/2015,76,"Crime, Comedy, Action, Adventure",AU
The Witch: Part 2. The Other One,6/15/2022,71,"Action, Mystery, Thriller, Science Fiction",KR
Blacklight,2/10/2022,63,"Action, Thriller",AU
The Lord of the Rings: The Return of the King,12/26/2003,85,"Adventure, Fantasy, Action",AU
Thor: The Dark World,10/31/2013,65,"Action, Adventure, Fantasy",AU
Chernobyl: Abyss,7/21/2021,62,"Drama, History, Adventure, Action, Fantasy, Mystery",AU
My Hero Academia: Two Heroes,9/14/2018,79,"Animation, Action, Adventure, Fantasy",AU
Overcomer,8/22/2019,77,Drama,AU
Soul,12/25/2020,82,"Animation, Family, Comedy, Fantasy, Drama",AU
Exploits of a Young Don Juan,3/11/1987,57,"Comedy, Drama",FR
Journey 2: The Mysterious Island,1/19/2012,61,"Adventure, Action, Science Fiction",AU
The Key Game,4/13/2022,59,Comedy,ES
The Twilight Saga: Breaking Dawn - Part 2,11/15/2012,65,"Adventure, Fantasy, Drama, Romance",AU
Balik Taya,3/31/2023,20,Thriller,PH
The Vatican Tapes,7/24/2015,53,"Thriller, Horror",US
The Hunger Games: Mockingjay - Part 2,11/19/2015,69,"Action, Adventure, Science Fiction",AU
Scary Movie,8/31/2000,63,Comedy,AU
The Dark Knight,7/16/2008,85,"Drama, Action, Crime, Thriller",AU
Miracles from Heaven,6/17/2016,74,"Family, Drama",AU
Toy Story 4,6/19/2019,75,"Family, Adventure, Animation, Comedy, Fantasy",AU
The SpongeBob Movie: Sponge on the Run,11/5/2020,75,"Family, Animation, Fantasy, Adventure, Comedy",AU
Trolls World Tour,9/10/2020,74,"Family, Animation, Comedy, Fantasy, Adventure, Music",AU
Iron Man 3,4/24/2013,69,"Action, Adventure, Science Fiction",AU
Prometheus,6/7/2012,65,"Science Fiction, Adventure, Mystery",AU
Toy Story 3,6/24/2010,78,"Animation, Family, Comedy",AU
The Green Mile,2/10/2000,85,"Fantasy, Drama, Crime",AU
Deathstroke: Knights & Dragons - The Movie,8/4/2020,70,"Animation, Action, Adventure, Science Fiction",US
Mulan,9/4/2020,69,"Adventure, Fantasy, Drama, Action",AU
Mulan,9/4/2020,69,"Adventure, Fantasy, Drama, Action",AU
Wild Is the Wind,10/28/2022,56,"Crime, Drama",ZA
Fifty Shades Darker,2/9/2017,65,"Drama, Romance",AU
Guardians of the Galaxy Vol. 2,4/25/2017,76,"Adventure, Action, Science Fiction",AU
Ant-Man and the Wasp,7/5/2018,70,"Action, Adventure, Science Fiction",AU
Joker,10/3/2019,82,"Crime, Thriller, Drama",AU
Alienoid,7/20/2022,72,"Science Fiction, Action, Fantasy, Adventure",KR
Percy Jackson & the Olympians: The Lightning Thief,2/11/2010,62,"Adventure, Fantasy, Family",AU
Constantine,2/24/2005,70,"Fantasy, Action, Horror",AU
Deinfluencer,12/6/2022,46,"Horror, Thriller",US
The Desperate Hour,8/1/2022,61,Thriller,AU
Gifted,8/10/2017,81,"Drama, Comedy",AU
Kung Fu Panda,6/26/2008,72,"Action, Adventure, Animation, Family, Comedy",AU
Family Game,6/17/2022,55,"Thriller, Drama",CA
You Will Not Have My Hate,11/10/2022,49,"Drama, History",DE
Roald Dahl's The Witches,12/10/2020,64,"Adventure, Fantasy, Comedy, Family, Horror",AU
The Man from Earth,9/16/2008,76,"Science Fiction, Drama",AU
Wrong Turn 3: Left for Dead,10/20/2009,56,"Horror, Thriller",US
Apocalypto,12/7/2006,75,"Action, Drama, History",AU
Erotic Ghost Story,5/19/1990,58,"Fantasy, Drama, Horror",HK
Somebody I Used to Know,2/1/2023,60,"Romance, Comedy, Drama",US
You Won't Be Alone,9/22/2022,66,"Horror, Drama",AU
The Takeover,11/1/2022,59,Crime,NL
Venom,9/28/2018,68,"Science Fiction, Action",AU
Venom,9/28/2018,68,"Science Fiction, Action",AU
Catch Me If You Can,1/9/2003,80,"Drama, Crime",AU
The Lord of the Rings: The Two Towers,12/26/2002,84,"Adventure, Fantasy, Action",AU
Mari(dos),3/10/2023,38,Comedy,ES
Through My Window,2/4/2022,74,"Drama, Romance",ES
Decision to Leave,10/20/2022,74,"Crime, Drama, Mystery, Romance",AU
Dead for a Dollar,9/30/2022,57,"Western, Thriller",US
X-Men: Apocalypse,5/19/2016,65,"Action, Adventure, Science Fiction, Fantasy",AU
No Time to Die,11/11/2021,74,"Adventure, Action, Thriller",AU
Extraction,4/24/2020,73,"Drama, Action, Thriller",AU
A Trip to Infinity,9/26/2022,73,Documentary,US
Alita: Battle Angel,2/14/2019,72,"Action, Science Fiction, Adventure",AU
Brave,6/21/2012,70,"Animation, Adventure, Comedy, Family, Action, Fantasy",AU
Monsters University,7/11/2013,70,"Animation, Family",AU
Iron Man,5/1/2008,76,"Action, Science Fiction, Adventure",AU
Snow White and the Seven Dwarfs,6/2/1938,71,"Fantasy, Animation, Family",AU
The Curse of La Llorona,4/18/2019,57,"Horror, Mystery, Thriller",AU
Teenage Mutant Ninja Turtles,9/11/2014,59,"Science Fiction, Action, Adventure, Comedy",AU
Teenage Mutant Ninja Turtles,9/11/2014,59,"Science Fiction, Action, Adventure, Comedy",AU
Constantine: The House of Mystery,5/3/2022,70,"Animation, Action, Adventure, Horror",US
The Hobbit: An Unexpected Journey,12/26/2012,73,"Adventure, Fantasy, Action",AU
Kimi,2/10/2022,63,Thriller,US
Spider-Man: Far From Home,7/1/2019,75,"Action, Adventure, Science Fiction",AU
Cuento de Primavera-A Spring Tale,12/20/2022,81,"Drama, Fantasy, Mystery",US
Finch,11/5/2021,80,"Science Fiction, Drama, Adventure",AU
The Hangover Part II,5/25/2011,65,Comedy,AU
The Stranger,10/6/2022,62,Thriller,AU
The Man from Toronto,6/24/2022,66,"Action, Adventure, Comedy",US
2012,10/23/2009,58,"Action, Adventure, Science Fiction",AU
White Chicks,12/30/2004,69,"Comedy, Crime",AU
Army of Thieves,10/29/2021,69,"Crime, Comedy",AU
Dragon Ball Z: Battle of Gods,9/19/2013,68,"Animation, Action, Science Fiction",AU
Star Wars,10/26/1977,82,"Adventure, Action, Science Fiction",AU
Scream 2,12/12/1997,65,"Horror, Mystery",US
American Sniper,1/22/2015,74,"War, Action",AU
Last Days in the Desert,5/13/2016,57,"Adventure, Drama, History",US
Lobo Feroz,1/27/2023,63,"Drama, Thriller",ES
The Forever Purge,7/23/2021,71,"Horror, Action, Thriller",AU
Scary Movie 5,4/11/2013,48,Comedy,AU
Annabelle: Creation,8/10/2017,66,"Horror, Mystery, Thriller",AU
Meet Joe Black,3/11/1999,73,"Fantasy, Drama, Romance",AU
Dawn of the Planet of the Apes,7/9/2014,73,"Science Fiction, Action, Drama, Thriller",AU
Scarface,2/1/1984,82,"Action, Crime, Drama",AU
Train to Busan,7/29/2016,78,"Horror, Thriller, Adventure, Action",AU
Scream 4,4/13/2011,64,"Horror, Mystery",AU
The Shawshank Redemption,2/16/1995,87,"Drama, Crime",AU
Beauty and the Beast,6/11/1992,77,"Romance, Family, Animation, Fantasy",AU
Beauty and the Beast,6/11/1992,77,"Romance, Family, Animation, Fantasy",AU
Terminator Genisys,7/1/2015,59,"Science Fiction, Action, Thriller, Adventure",AU
Looks Can Kill,2/1/2022,46,Thriller,US
Black Panther,2/15/2018,74,"Action, Adventure, Science Fiction",AU
Batman v Superman: Dawn of Justice,3/24/2016,59,"Action, Adventure, Fantasy",AU
A Monster Calls,5/12/2017,73,"Drama, Fantasy",AU
Spider-Man,6/6/2002,73,"Fantasy, Action",AU
Vacation Friends,8/27/2021,71,Comedy,AU
The Simpsons in Plusaversary,11/12/2021,66,"Animation, Comedy, Fantasy",US
The Last Manhunt,1/1/2023,56,Western,AU
Scary Movie 2,10/18/2001,58,Comedy,AU
Harry Potter 20th Anniversary: Return to Hogwarts,1/1/2022,73,Documentary,US
Life Is Beautiful,5/6/2006,85,"Comedy, Drama",AU
The Twin,4/6/2022,60,"Horror, Mystery",FI
Wrong Turn 2: Dead End,10/16/2007,60,"Horror, Thriller",AU
Knowing,3/26/2009,62,"Action, Mystery, Science Fiction, Thriller",AU
Fate/Grand Order Final Singularity – Grand Temple of Time: Solomon,7/30/2021,68,"Animation, Action, Adventure, Fantasy",JP
Annabelle Comes Home,6/27/2019,64,"Horror, Mystery, Thriller",AU
Chupa,4/7/2023,69,"Adventure, Fantasy, Family",AU
The Matrix,4/8/1999,82,"Action, Science Fiction",AU
Sex and Zen II,5/9/1996,60,"Drama, Fantasy, Romance, Comedy",HK
Despicable Me 2,6/26/2013,69,"Animation, Comedy, Family",AU
Chip 'n Dale: Rescue Rangers,5/18/2022,70,"Animation, Family, Comedy, Adventure, Mystery",US
Pacific Rim: Uprising,3/22/2018,61,"Action, Fantasy, Science Fiction, Adventure",AU
